,name,file_path,binary_race
0,Aaron_Peirsol,Aaron_Peirsol/Aaron_Peirsol_0001.jpg,light
1,Aaron_Peirsol,Aaron_Peirsol/Aaron_Peirsol_0002.jpg,light
2,Aaron_Sorkin,Aaron_Sorkin/Aaron_Sorkin_0001.jpg,light
3,Aaron_Sorkin,Aaron_Sorkin/Aaron_Sorkin_0002.jpg,light
6,Abdullah,Abdullah/Abdullah_0001.jpg,light
7,Abdullah,Abdullah/Abdullah_0002.jpg,light
8,Abel_Pacheco,Abel_Pacheco/Abel_Pacheco_0001.jpg,light
9,Abel_Pacheco,Abel_Pacheco/Abel_Pacheco_0002.jpg,light
12,Adam_Sandler,Adam_Sandler/Adam_Sandler_0001.jpg,light
13,Adam_Sandler,Adam_Sandler/Adam_Sandler_0003.jpg,light
14,Adel_Al-Jubeir,Adel_Al-Jubeir/Adel_Al-Jubeir_0001.jpg,light
15,Adel_Al-Jubeir,Adel_Al-Jubeir/Adel_Al-Jubeir_0002.jpg,light
16,Adolfo_Aguilar_Zinser,Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0001.jpg,light
17,Adolfo_Aguilar_Zinser,Adolfo_Aguilar_Zinser/Adolfo_Aguilar_Zinser_0002.jpg,light
18,Adrian_Nastase,Adrian_Nastase/Adrian_Nastase_0001.jpg,light
19,Adrian_Nastase,Adrian_Nastase/Adrian_Nastase_0002.jpg,light
20,Adrien_Brody,Adrien_Brody/Adrien_Brody_0002.jpg,light
21,Adrien_Brody,Adrien_Brody/Adrien_Brody_0004.jpg,light
22,Ahmad_Masood,Ahmad_Masood/Ahmad_Masood_0001.jpg,light
23,Ahmad_Masood,Ahmad_Masood/Ahmad_Masood_0002.jpg,light
24,Ahmed_Chalabi,Ahmed_Chalabi/Ahmed_Chalabi_0001.jpg,light
25,Ahmed_Chalabi,Ahmed_Chalabi/Ahmed_Chalabi_0002.jpg,light
26,Ahmet_Necdet_Sezer,Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0001.jpg,light
27,Ahmet_Necdet_Sezer,Ahmet_Necdet_Sezer/Ahmet_Necdet_Sezer_0002.jpg,light
28,Ai_Sugiyama,Ai_Sugiyama/Ai_Sugiyama_0001.jpg,light
29,Ai_Sugiyama,Ai_Sugiyama/Ai_Sugiyama_0002.jpg,light
30,Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,light
31,Akbar_Hashemi_Rafsanjani,Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0002.jpg,light
32,Akhmed_Zakayev,Akhmed_Zakayev/Akhmed_Zakayev_0002.jpg,light
33,Akhmed_Zakayev,Akhmed_Zakayev/Akhmed_Zakayev_0003.jpg,light
34,Alan_Ball,Alan_Ball/Alan_Ball_0001.jpg,light
35,Alan_Ball,Alan_Ball/Alan_Ball_0002.jpg,light
36,Alan_Mulally,Alan_Mulally/Alan_Mulally_0001.jpg,light
37,Alan_Mulally,Alan_Mulally/Alan_Mulally_0002.jpg,light
38,Alastair_Campbell,Alastair_Campbell/Alastair_Campbell_0001.jpg,light
39,Alastair_Campbell,Alastair_Campbell/Alastair_Campbell_0002.jpg,light
40,Alberto_Fujimori,Alberto_Fujimori/Alberto_Fujimori_0001.jpg,light
41,Alberto_Fujimori,Alberto_Fujimori/Alberto_Fujimori_0002.jpg,light
42,Albrecht_Mentz,Albrecht_Mentz/Albrecht_Mentz_0001.jpg,light
43,Albrecht_Mentz,Albrecht_Mentz/Albrecht_Mentz_0002.jpg,light
44,Al_Davis,Al_Davis/Al_Davis_0001.jpg,light
45,Al_Davis,Al_Davis/Al_Davis_0002.jpg,light
46,Alec_Baldwin,Alec_Baldwin/Alec_Baldwin_0001.jpg,light
47,Alec_Baldwin,Alec_Baldwin/Alec_Baldwin_0002.jpg,light
48,Alejandro_Atchugarry,Alejandro_Atchugarry/Alejandro_Atchugarry_0001.jpg,light
49,Alejandro_Atchugarry,Alejandro_Atchugarry/Alejandro_Atchugarry_0002.jpg,light
50,Aleksander_Kwasniewski,Aleksander_Kwasniewski/Aleksander_Kwasniewski_0001.jpg,light
51,Aleksander_Kwasniewski,Aleksander_Kwasniewski/Aleksander_Kwasniewski_0002.jpg,light
52,Alexander_Downer,Alexander_Downer/Alexander_Downer_0001.jpg,light
53,Alexander_Downer,Alexander_Downer/Alexander_Downer_0002.jpg,light
54,Alexander_Losyukov,Alexander_Losyukov/Alexander_Losyukov_0001.jpg,light
55,Alexander_Losyukov,Alexander_Losyukov/Alexander_Losyukov_0003.jpg,light
56,Alexander_Rumyantsev,Alexander_Rumyantsev/Alexander_Rumyantsev_0001.jpg,light
57,Alexander_Rumyantsev,Alexander_Rumyantsev/Alexander_Rumyantsev_0002.jpg,light
58,Alexandra_Vodjanikova,Alexandra_Vodjanikova/Alexandra_Vodjanikova_0001.jpg,light
59,Alexandra_Vodjanikova,Alexandra_Vodjanikova/Alexandra_Vodjanikova_0002.jpg,light
60,Alex_Barros,Alex_Barros/Alex_Barros_0001.jpg,light
61,Alex_Barros,Alex_Barros/Alex_Barros_0002.jpg,light
62,Alex_Penelas,Alex_Penelas/Alex_Penelas_0001.jpg,light
63,Alex_Penelas,Alex_Penelas/Alex_Penelas_0002.jpg,light
64,Al_Gore,Al_Gore/Al_Gore_0001.jpg,light
65,Al_Gore,Al_Gore/Al_Gore_0002.jpg,light
66,Ali_Abbas,Ali_Abbas/Ali_Abbas_0001.jpg,light
67,Ali_Abbas,Ali_Abbas/Ali_Abbas_0002.jpg,light
68,Alice_Fisher,Alice_Fisher/Alice_Fisher_0001.jpg,light
69,Alice_Fisher,Alice_Fisher/Alice_Fisher_0002.jpg,light
70,Alicia_Silverstone,Alicia_Silverstone/Alicia_Silverstone_0001.jpg,light
71,Alicia_Silverstone,Alicia_Silverstone/Alicia_Silverstone_0002.jpg,light
72,Alimzhan_Tokhtakhounov,Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0001.jpg,light
73,Alimzhan_Tokhtakhounov,Alimzhan_Tokhtakhounov/Alimzhan_Tokhtakhounov_0002.jpg,light
74,Ali_Naimi,Ali_Naimi/Ali_Naimi_0001.jpg,light
75,Ali_Naimi,Ali_Naimi/Ali_Naimi_0002.jpg,light
76,Alison_Lohman,Alison_Lohman/Alison_Lohman_0001.jpg,light
77,Alison_Lohman,Alison_Lohman/Alison_Lohman_0002.jpg,light
80,Al_Pacino,Al_Pacino/Al_Pacino_0001.jpg,light
81,Al_Pacino,Al_Pacino/Al_Pacino_0002.jpg,light
84,Alvaro_Noboa,Alvaro_Noboa/Alvaro_Noboa_0001.jpg,light
85,Alvaro_Noboa,Alvaro_Noboa/Alvaro_Noboa_0002.jpg,light
86,Alvaro_Silva_Calderon,Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0001.jpg,light
87,Alvaro_Silva_Calderon,Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0002.jpg,light
88,Alvaro_Uribe,Alvaro_Uribe/Alvaro_Uribe_0001.jpg,light
89,Alvaro_Uribe,Alvaro_Uribe/Alvaro_Uribe_0002.jpg,light
90,Amanda_Bynes,Amanda_Bynes/Amanda_Bynes_0001.jpg,light
91,Amanda_Bynes,Amanda_Bynes/Amanda_Bynes_0002.jpg,light
92,Amanda_Coetzer,Amanda_Coetzer/Amanda_Coetzer_0001.jpg,light
93,Amanda_Coetzer,Amanda_Coetzer/Amanda_Coetzer_0002.jpg,light
94,Amber_Tamblyn,Amber_Tamblyn/Amber_Tamblyn_0001.jpg,light
95,Amber_Tamblyn,Amber_Tamblyn/Amber_Tamblyn_0002.jpg,light
96,Amelia_Vega,Amelia_Vega/Amelia_Vega_0001.jpg,light
97,Amelia_Vega,Amelia_Vega/Amelia_Vega_0003.jpg,light
98,Amelie_Mauresmo,Amelie_Mauresmo/Amelie_Mauresmo_0002.jpg,light
99,Amelie_Mauresmo,Amelie_Mauresmo/Amelie_Mauresmo_0003.jpg,light
100,Amer_al-Saadi,Amer_al-Saadi/Amer_al-Saadi_0001.jpg,light
101,Amer_al-Saadi,Amer_al-Saadi/Amer_al-Saadi_0002.jpg,light
102,Ana_Guevara,Ana_Guevara/Ana_Guevara_0001.jpg,light
103,Ana_Guevara,Ana_Guevara/Ana_Guevara_0002.jpg,light
104,Ana_Palacio,Ana_Palacio/Ana_Palacio_0002.jpg,light
105,Ana_Palacio,Ana_Palacio/Ana_Palacio_0003.jpg,light
106,Anastasia_Myskina,Anastasia_Myskina/Anastasia_Myskina_0001.jpg,light
107,Anastasia_Myskina,Anastasia_Myskina/Anastasia_Myskina_0002.jpg,light
108,Anders_Ebbeson,Anders_Ebbeson/Anders_Ebbeson_0001.jpg,light
109,Anders_Ebbeson,Anders_Ebbeson/Anders_Ebbeson_0002.jpg,light
110,Anders_Fogh_Rasmussen,Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0001.jpg,light
111,Anders_Fogh_Rasmussen,Anders_Fogh_Rasmussen/Anders_Fogh_Rasmussen_0002.jpg,light
112,Andre_Agassi,Andre_Agassi/Andre_Agassi_0001.jpg,light
113,Andre_Agassi,Andre_Agassi/Andre_Agassi_0002.jpg,light
114,Andrei_Mikhnevich,Andrei_Mikhnevich/Andrei_Mikhnevich_0001.jpg,light
115,Andrei_Mikhnevich,Andrei_Mikhnevich/Andrei_Mikhnevich_0002.jpg,light
116,Andrew_Bunner,Andrew_Bunner/Andrew_Bunner_0001.jpg,light
117,Andrew_Bunner,Andrew_Bunner/Andrew_Bunner_0002.jpg,light
118,Andrew_Cuomo,Andrew_Cuomo/Andrew_Cuomo_0001.jpg,light
119,Andrew_Cuomo,Andrew_Cuomo/Andrew_Cuomo_0002.jpg,light
120,Andrew_Niccol,Andrew_Niccol/Andrew_Niccol_0001.jpg,light
121,Andrew_Niccol,Andrew_Niccol/Andrew_Niccol_0002.jpg,light
122,Andrew_Weissmann,Andrew_Weissmann/Andrew_Weissmann_0001.jpg,light
123,Andrew_Weissmann,Andrew_Weissmann/Andrew_Weissmann_0002.jpg,light
4,Abdel_Nasser_Assidi,Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,dark
5,Abdel_Nasser_Assidi,Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,dark
10,Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,dark
11,Abid_Hamid_Mahmud_Al-Tikriti,Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,dark
78,Allyson_Felix,Allyson_Felix/Allyson_Felix_0001.jpg,dark
79,Allyson_Felix,Allyson_Felix/Allyson_Felix_0003.jpg,dark
82,Al_Sharpton,Al_Sharpton/Al_Sharpton_0001.jpg,dark
83,Al_Sharpton,Al_Sharpton/Al_Sharpton_0002.jpg,dark
128,Angela_Bassett,Angela_Bassett/Angela_Bassett_0001.jpg,dark
129,Angela_Bassett,Angela_Bassett/Angela_Bassett_0003.jpg,dark
186,Ashanti,Ashanti/Ashanti_0001.jpg,dark
187,Ashanti,Ashanti/Ashanti_0002.jpg,dark
400,Chanda_Rubin,Chanda_Rubin/Chanda_Rubin_0001.jpg,dark
401,Chanda_Rubin,Chanda_Rubin/Chanda_Rubin_0003.jpg,dark
452,Chris_Tucker,Chris_Tucker/Chris_Tucker_0001.jpg,dark
453,Chris_Tucker,Chris_Tucker/Chris_Tucker_0002.jpg,dark
478,Colin_Jackson,Colin_Jackson/Colin_Jackson_0001.jpg,dark
479,Colin_Jackson,Colin_Jackson/Colin_Jackson_0002.jpg,dark
486,Corinne_Coman,Corinne_Coman/Corinne_Coman_0001.jpg,dark
487,Corinne_Coman,Corinne_Coman/Corinne_Coman_0002.jpg,dark
576,Denzel_Washington,Denzel_Washington/Denzel_Washington_0001.jpg,dark
577,Denzel_Washington,Denzel_Washington/Denzel_Washington_0002.jpg,dark
578,Dexter_Jackson,Dexter_Jackson/Dexter_Jackson_0001.jpg,dark
579,Dexter_Jackson,Dexter_Jackson/Dexter_Jackson_0002.jpg,dark
650,Edward_James_Olmos,Edward_James_Olmos/Edward_James_Olmos_0001.jpg,dark
651,Edward_James_Olmos,Edward_James_Olmos/Edward_James_Olmos_0002.jpg,dark
704,Emmit_Smith,Emmit_Smith/Emmit_Smith_0001.jpg,dark
705,Emmit_Smith,Emmit_Smith/Emmit_Smith_0002.jpg,dark
730,Eunice_Barber,Eunice_Barber/Eunice_Barber_0001.jpg,dark
731,Eunice_Barber,Eunice_Barber/Eunice_Barber_0002.jpg,dark
734,Evander_Holyfield,Evander_Holyfield/Evander_Holyfield_0001.jpg,dark
735,Evander_Holyfield,Evander_Holyfield/Evander_Holyfield_0002.jpg,dark
842,George_Lopez,George_Lopez/George_Lopez_0003.jpg,dark
843,George_Lopez,George_Lopez/George_Lopez_0004.jpg,dark
898,Grady_Irvin_Jr,Grady_Irvin_Jr/Grady_Irvin_Jr_0001.jpg,dark
899,Grady_Irvin_Jr,Grady_Irvin_Jr/Grady_Irvin_Jr_0002.jpg,dark
908,Gregory_Hines,Gregory_Hines/Gregory_Hines_0001.jpg,dark
909,Gregory_Hines,Gregory_Hines/Gregory_Hines_0002.jpg,dark
916,Guillaume_Soro,Guillaume_Soro/Guillaume_Soro_0001.jpg,dark
917,Guillaume_Soro,Guillaume_Soro/Guillaume_Soro_0002.jpg,dark
1026,Intisar_Ajouri,Intisar_Ajouri/Intisar_Ajouri_0002.jpg,dark
1027,Intisar_Ajouri,Intisar_Ajouri/Intisar_Ajouri_0003.jpg,dark
1186,Jesse_Jackson,Jesse_Jackson/Jesse_Jackson_0001.jpg,dark
1187,Jesse_Jackson,Jesse_Jackson/Jesse_Jackson_0004.jpg,dark
1228,Joe_Dumars,Joe_Dumars/Joe_Dumars_0001.jpg,dark
1229,Joe_Dumars,Joe_Dumars/Joe_Dumars_0002.jpg,dark
1242,John_Allen_Muhammad,John_Allen_Muhammad/John_Allen_Muhammad_0004.jpg,dark
1243,John_Allen_Muhammad,John_Allen_Muhammad/John_Allen_Muhammad_0008.jpg,dark
1304,John_Stallworth,John_Stallworth/John_Stallworth_0001.jpg,dark
1305,John_Stallworth,John_Stallworth/John_Stallworth_0002.jpg,dark
1344,Jose_Canseco,Jose_Canseco/Jose_Canseco_0002.jpg,dark
1345,Jose_Canseco,Jose_Canseco/Jose_Canseco_0003.jpg,dark
1388,Justin_Gatlin,Justin_Gatlin/Justin_Gatlin_0001.jpg,dark
1389,Justin_Gatlin,Justin_Gatlin/Justin_Gatlin_0002.jpg,dark
1394,Kalpana_Chawla,Kalpana_Chawla/Kalpana_Chawla_0001.jpg,dark
1395,Kalpana_Chawla,Kalpana_Chawla/Kalpana_Chawla_0003.jpg,dark
1420,Kelli_White,Kelli_White/Kelli_White_0001.jpg,dark
1421,Kelli_White,Kelli_White/Kelli_White_0002.jpg,dark
1432,Kenneth_Evans,Kenneth_Evans/Kenneth_Evans_0001.jpg,dark
1433,Kenneth_Evans,Kenneth_Evans/Kenneth_Evans_0002.jpg,dark
1464,Kirk_Johnson,Kirk_Johnson/Kirk_Johnson_0002.jpg,dark
1465,Kirk_Johnson,Kirk_Johnson/Kirk_Johnson_0003.jpg,dark
1470,Kobe_Bryant,Kobe_Bryant/Kobe_Bryant_0001.jpg,dark
1471,Kobe_Bryant,Kobe_Bryant/Kobe_Bryant_0003.jpg,dark
1504,Larry_Thompson,Larry_Thompson/Larry_Thompson_0001.jpg,dark
1505,Larry_Thompson,Larry_Thompson/Larry_Thompson_0002.jpg,dark
1518,Laurent_Gbagbo,Laurent_Gbagbo/Laurent_Gbagbo_0001.jpg,dark
1519,Laurent_Gbagbo,Laurent_Gbagbo/Laurent_Gbagbo_0002.jpg,dark
1526,Leander_Paes,Leander_Paes/Leander_Paes_0001.jpg,dark
1527,Leander_Paes,Leander_Paes/Leander_Paes_0002.jpg,dark
1530,LeBron_James,LeBron_James/LeBron_James_0001.jpg,dark
1531,LeBron_James,LeBron_James/LeBron_James_0002.jpg,dark
1540,Lennox_Lewis,Lennox_Lewis/Lennox_Lewis_0001.jpg,dark
1541,Lennox_Lewis,Lennox_Lewis/Lennox_Lewis_0002.jpg,dark
1632,Makhdoom_Amin_Fahim,Makhdoom_Amin_Fahim/Makhdoom_Amin_Fahim_0001.jpg,dark
1633,Makhdoom_Amin_Fahim,Makhdoom_Amin_Fahim/Makhdoom_Amin_Fahim_0002.jpg,dark
1722,Marwan_Barghouthi,Marwan_Barghouthi/Marwan_Barghouthi_0001.jpg,dark
1723,Marwan_Barghouthi,Marwan_Barghouthi/Marwan_Barghouthi_0002.jpg,dark
1784,Michael_Jordan,Michael_Jordan/Michael_Jordan_0002.jpg,dark
1785,Michael_Jordan,Michael_Jordan/Michael_Jordan_0003.jpg,dark
1842,Mike_Tyson,Mike_Tyson/Mike_Tyson_0003.jpg,dark
1843,Mike_Tyson,Mike_Tyson/Mike_Tyson_0004.jpg,dark
1882,Morgan_Freeman,Morgan_Freeman/Morgan_Freeman_0001.jpg,dark
1883,Morgan_Freeman,Morgan_Freeman/Morgan_Freeman_0002.jpg,dark
1912,Natalie_Cole,Natalie_Cole/Natalie_Cole_0001.jpg,dark
1913,Natalie_Cole,Natalie_Cole/Natalie_Cole_0002.jpg,dark
1924,Nelson_Mandela,Nelson_Mandela/Nelson_Mandela_0001.jpg,dark
1925,Nelson_Mandela,Nelson_Mandela/Nelson_Mandela_0004.jpg,dark
1972,Osama_bin_Laden,Osama_bin_Laden/Osama_bin_Laden_0002.jpg,dark
1973,Osama_bin_Laden,Osama_bin_Laden/Osama_bin_Laden_0003.jpg,dark
2036,Paul_Pierce,Paul_Pierce/Paul_Pierce_0001.jpg,dark
2037,Paul_Pierce,Paul_Pierce/Paul_Pierce_0002.jpg,dark
2152,Ray_Allen,Ray_Allen/Ray_Allen_0001.jpg,dark
2153,Ray_Allen,Ray_Allen/Ray_Allen_0002.jpg,dark
2270,Roberto_Carlos,Roberto_Carlos/Roberto_Carlos_0001.jpg,dark
2271,Roberto_Carlos,Roberto_Carlos/Roberto_Carlos_0002.jpg,dark
2338,Russell_Simmons,Russell_Simmons/Russell_Simmons_0001.jpg,dark
2339,Russell_Simmons,Russell_Simmons/Russell_Simmons_0002.jpg,dark
2358,Sammy_Sosa,Sammy_Sosa/Sammy_Sosa_0001.jpg,dark
2359,Sammy_Sosa,Sammy_Sosa/Sammy_Sosa_0002.jpg,dark
2518,Terrell_Suggs,Terrell_Suggs/Terrell_Suggs_0001.jpg,dark
2519,Terrell_Suggs,Terrell_Suggs/Terrell_Suggs_0002.jpg,dark
2524,Thabo_Mbeki,Thabo_Mbeki/Thabo_Mbeki_0001.jpg,dark
2525,Thabo_Mbeki,Thabo_Mbeki/Thabo_Mbeki_0002.jpg,dark
2600,Torri_Edwards,Torri_Edwards/Torri_Edwards_0001.jpg,dark
2601,Torri_Edwards,Torri_Edwards/Torri_Edwards_0002.jpg,dark
2604,Tracee_Ellis_Ross,Tracee_Ellis_Ross/Tracee_Ellis_Ross_0001.jpg,dark
2605,Tracee_Ellis_Ross,Tracee_Ellis_Ross/Tracee_Ellis_Ross_0002.jpg,dark
2612,Tyra_Banks,Tyra_Banks/Tyra_Banks_0001.jpg,dark
2613,Tyra_Banks,Tyra_Banks/Tyra_Banks_0002.jpg,dark
2634,Venus_Williams,Venus_Williams/Venus_Williams_0001.jpg,dark
2635,Venus_Williams,Venus_Williams/Venus_Williams_0003.jpg,dark
2646,Vince_Carter,Vince_Carter/Vince_Carter_0001.jpg,dark
2647,Vince_Carter,Vince_Carter/Vince_Carter_0002.jpg,dark
2656,Vivica_Fox,Vivica_Fox/Vivica_Fox_0001.jpg,dark
2657,Vivica_Fox,Vivica_Fox/Vivica_Fox_0002.jpg,dark
